City,MiLB Team(s),AAA,AA,A,State,City Population Estimate,Metropolitan Area,Metropolitan Population Estimate,Median Household Income (City),NFL Team(s),MLB Team(s),NBA Team(s),NHL Team(s),NFL Count,MLB Count,NBA Count,NHL Count,MLS Count,MLS team(s),total_Pro_league
Buffalo,Buffalo Bisons,1.0,0.0,0.0,New York,258066.0,"Buffalo-Cheektowaga, NY",1125637.0,39677.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Charlotte,Charlotte Knights,1.0,0.0,0.0,North Carolina,827121.0,"Charlotte-Concord-Gastonia, NC-SC",2728933.0,65359.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Columbus,Columbus Clippers,1.0,0.0,0.0,Ohio,849067.0,"Columbus, OH",2138926.0,54902.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,Columbus Crew SC,1.0
Columbus,Columbus Clingstones,0.0,1.0,0.0,Ohio,849067.0,"Columbus, OH",2138926.0,54902.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,Columbus Crew SC,1.0
Durham,Durham Bulls,1.0,0.0,0.0,North Carolina,257598.0,"Durham-Chapel Hill, NC",644367.0,65534.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lawrenceville,Gwinnett Stripers,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Indianapolis,Indianapolis Indians,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Des Moines,Iowa Cubs,1.0,0.0,0.0,Iowa,210317.0,"Des Moines-West Des Moines, IA",707915.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Jacksonville,Jacksonville Jumbo Shrimp,1.0,0.0,0.0,Florida,868031.0,"Jacksonville, FL",1713240.0,73194.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Allentown,Lehigh Valley IronPigs,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Louisville,Louisville Bats,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Memphis,Memphis Redbirds,1.0,0.0,0.0,Tennessee,655760.0,"Memphis, TN-MS-AR",1346045.0,41228.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nashville,Nashville Sounds,1.0,0.0,0.0,Tennessee,654596.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",2012476.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,Nashville SC,1.0
Norfolk,Norfolk Tides,1.0,0.0,0.0,Virginia,246393.0,"Virginia Beach-Norfolk-Newport News, VA-NC",1799674.0,51590.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Papillion,Omaha Storm Chasers,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Rochester,Rochester Red Wings,1.0,0.0,0.0,Minnesota,112216.0,"Rochester, MN",226329.0,73106.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Moosic,Scranton/Wilkes-Barre RailRiders,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Minneapolis–St. Paul,St. Paul Saints,1.0,0.0,0.0,Minnesota,2906807.0,"Minneapolis–St. Paul–Bloomington, MN-WI",3712020.0,93662.0,Minnesota Vikings (Minneapolis),Minnesota Twins (Minneapolis),Minnesota Timberwolves (Minneapolis),Minnesota Wild (St. Paul),1.0,1.0,1.0,1.0,0.0,0,4.0
Syracuse,Syracuse Mets,1.0,0.0,0.0,New York,144152.0,"Syracuse, NY",662577.0,38276.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Toledo,Toledo Mud Hens,1.0,0.0,0.0,Ohio,279778.0,"Toledo, OH",606327.0,42602.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Worcester,Worcester Red Sox,1.0,0.0,0.0,Massachusetts,184806.0,"Worcester, MA-CT",947404.0,65000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Albuquerque,Albuquerque Isotopes,1.0,0.0,0.0,New Mexico,559131.0,"Albuquerque, NM",918018.0,53936.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
El Paso,El Paso Chihuahuas,1.0,0.0,0.0,Texas,681136.0,"El Paso, TX",868859.0,48542.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Las Vegas,Las Vegas Aviators,1.0,0.0,0.0,Nevada,623769.0,"Las Vegas-Henderson-Paradise, NV",2292476.0,58713.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oklahoma City,Oklahoma City Comets,1.0,0.0,0.0,Oklahoma,631263.0,"Oklahoma City, OK",1425375.0,55557.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Reno,Reno Aces,1.0,0.0,0.0,Nevada,241443.0,Reno Metropolitan Area,500000.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Round Rock,Round Rock Express,1.0,0.0,0.0,Texas,115839.0,"Austin-Round Rock-Georgetown, TX",2283371.0,86121.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
West Sacramento,Sacramento River Cats,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
South Jordan,Salt Lake Bees,1.0,0.0,0.0,Utah,66639.0,"Salt Lake City, UT",1257936.0,104597.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Sugar Land,Sugar Land Space Cowboys,1.0,0.0,0.0,Texas,88129.0,"Houston-The Woodlands-Sugar Land, TX",7122240.0,123261.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tacoma,Tacoma Rainiers,1.0,0.0,0.0,Washington,207950.0,"Seattle-Tacoma-Bellevue, WA",3950212.0,75265.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Akron,Akron RubberDucks,0.0,1.0,0.0,Ohio,197553.0,"Akron, OH",703479.0,54618.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Altoona,Altoona Curve,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Binghamton,Binghamton Rumble Ponies,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bowie,Bowie Baysox,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Erie,Erie SeaWolves,0.0,1.0,0.0,Pennsylvania,99470.0,"Erie, PA",266096.0,42115.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Harrisburg,Harrisburg Senators,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hartford,Hartford Yard Goats,0.0,1.0,0.0,Connecticut,124014.0,"Hartford-East Hartford-Middletown, CT",1206836.0,36278.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Manchester,New Hampshire Fisher Cats,0.0,1.0,0.0,New Hampshire,110223.0,"Manchester-Nashua, NH",418291.0,70706.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Portland,Portland Sea Dogs,0.0,1.0,0.0,Maine,66872.0,"Portland-South Portland, ME",538500.0,61695.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,Portland Timbers,1.0
Reading,Reading Fightin Phils,0.0,1.0,0.0,Pennsylvania,87873.0,"Reading, PA",421164.0,61000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Richmond,Richmond Flying Squirrels,0.0,1.0,0.0,California,109715.0,"San Francisco-Oakland-Berkeley, CA",4749008.0,65154.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bridgewater,Somerset Patriots,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Biloxi,Biloxi Shuckers,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Birmingham,Birmingham Barons,0.0,1.0,0.0,Alabama,214911.0,"Birmingham-Hoover, AL",1090435.0,37375.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Chattanooga,Chattanooga Lookouts,0.0,1.0,0.0,Tennessee,176597.0,"Chattanooga, TN-GA MSA",550000.0,45000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Knoxville,Knoxville Smokies,0.0,1.0,0.0,Tennessee,185312.0,"Knoxville, TN",869046.0,50000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Montgomery,Montgomery Biscuits,0.0,1.0,0.0,Alabama,200586.0,"Montgomery, AL",373000.0,52000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pensacola,Pensacola Blue Wahoos,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Madison,Rocket City Trash Pandas,0.0,1.0,0.0,Wisconsin,248956.0,"Madison, WI",680796.0,67565.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Amarillo,Amarillo Sod Poodles,0.0,1.0,0.0,Texas,199651.0,"Amarillo, TX",268691.0,52941.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
North Little Rock,Arkansas Travelers,0.0,1.0,0.0,Arkansas,66506.0,"Little Rock-North Little Rock-Conway, AR",748031.0,47484.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Corpus Christi,Corpus Christi Hooks,0.0,1.0,0.0,Texas,324082.0,"Corpus Christi, TX",428185.0,56333.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Frisco,Frisco RoughRiders,0.0,1.0,0.0,Texas,154388.0,"Dallas-Fort Worth-Arlington, TX",7865293.0,116884.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,FC Dallas,1.0
Midland,Midland RockHounds,0.0,1.0,0.0,Texas,132950.0,"Midland, TX",185308.0,83616.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Midland,Great Lakes Loons,0.0,0.0,1.0,Texas,132950.0,"Midland, TX",185308.0,83616.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Springdale,Northwest Arkansas Naturals,0.0,1.0,0.0,Arkansas,80454.0,"Fayetteville-Springdale-Rogers, AR",576724.0,68544.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
San Antonio,San Antonio Missions,0.0,1.0,0.0,Texas,1469824.0,"San Antonio-New Braunfels, TX",2601788.0,53751.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Springfield,Springfield Cardinals,0.0,1.0,0.0,Illinois,117809.0,"Springfield, IL",208877.0,55902.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tulsa,Tulsa Drillers,0.0,1.0,0.0,Oklahoma,403091.0,"Tulsa, OK",1015331.0,47650.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Wichita,Wichita Wind Surge,0.0,1.0,0.0,Kansas,389955.0,"Wichita, KS",647610.0,55056.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Beloit,Beloit Sky Carp,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Cedar Rapids,Cedar Rapids Kernels,0.0,0.0,1.0,Iowa,130405.0,"Cedar Rapids, IA",276520.0,60202.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Dayton,Dayton Dragons,0.0,0.0,1.0,Ohio,140597.0,"Dayton-Kettering, OH",814049.0,32540.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fort Wayne,Fort Wayne TinCaps,0.0,0.0,1.0,Indiana,258144.0,"Fort Wayne, IN",419453.0,54591.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Eastlake,Lake County Captains,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lansing,Lansing Lugnuts,0.0,0.0,1.0,Michigan,114110.0,"Lansing-East Lansing, MI",541297.0,42000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Peoria,Peoria Chiefs,0.0,0.0,1.0,Illinois,118661.0,"Peoria, IL",402746.0,53071.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Davenport,Quad Cities River Bandits,0.0,0.0,1.0,Iowa,102577.0,"Davenport-Moline-Rock Island, IA-IL",382268.0,52029.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
South Bend,South Bend Cubs,0.0,0.0,1.0,Indiana,103757.0,"South Bend-Mishawaka, IN-MI",323461.0,45000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Comstock Park,West Michigan Whitecaps,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Appleton,Wisconsin Timber Rattlers,0.0,0.0,1.0,Wisconsin,75255.0,"Appleton, WI",237974.0,61473.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Aberdeen,Aberdeen IronBirds,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Asheville,Asheville Tourists,0.0,0.0,1.0,North Carolina,88507.0,"Asheville, NC",469454.0,53621.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bowling Green,Bowling Green Hot Rods,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Brooklyn,Brooklyn Cyclones,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Greensboro,Greensboro Grasshoppers,0.0,0.0,1.0,North Carolina,285344.0,"Greensboro–High Point, NC",776566.0,54759.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Greenville,Greenville Drive,0.0,0.0,1.0,North Carolina,90588.0,"Greenville, NC",174263.0,42000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Spartanburg,Hub City Spartanburgers,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Wappingers Falls,Hudson Valley Renegades,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lakewood,Jersey Shore BlueClaws,0.0,0.0,1.0,Colorado,152589.0,"Denver-Aurora-Lakewood, CO",2963821.0,64100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Rome,Rome Emperors,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Wilmington,Wilmington Blue Rocks,0.0,0.0,1.0,Delaware,71957.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6102434.0,45000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Winston-Salem,Winston-Salem Dash,0.0,0.0,1.0,North Carolina,241232.0,"Winston-Salem, NC",679948.0,45750.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Eugene,Eugene Emeralds,0.0,0.0,1.0,Oregon,163448.0,"Eugene, OR",382067.0,55000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Everett,Everett AquaSox,0.0,0.0,1.0,Washington,108012.0,"Seattle-Tacoma-Bellevue, WA",4018598.0,62940.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hillsboro,Hillsboro Hops,0.0,0.0,1.0,Oregon,102360.0,"Portland-Vancouver-Hillsboro, OR-WA MSA",2500000.0,85000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Spokane,Spokane Indians,0.0,0.0,1.0,Washington,213267.0,"Spokane-Spokane Valley, WA",593466.0,50306.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pasco,Tri-City Dust Devils,0.0,0.0,1.0,Washington,68097.0,"Kennewick-Richland, WA",303501.0,75000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Vancouver,Vancouver Canadians,0.0,0.0,1.0,Washington,172853.0,"Portland-Vancouver-Hillsboro, OR-WA",2511612.0,61714.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
North Augusta,Augusta GreenJackets,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Zebulon,Carolina Mudcats,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Charleston,Charleston RiverDogs,0.0,0.0,1.0,South Carolina,135524.0,"Charleston-North Charleston, SC",802122.0,61000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Columbia,Columbia Fireflies,0.0,0.0,1.0,South Carolina,133393.0,"Columbia, SC",829470.0,47416.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Salisbury,Delmarva Shorebirds,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fayetteville,Fayetteville Woodpeckers,0.0,0.0,1.0,Arkansas,82832.0,"Fayetteville-Springdale-Rogers, AR",546725.0,61525.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fredericksburg,Fredericksburg Nationals,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hickory,Hickory Crawdads,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Kannapolis,Kannapolis Cannon Ballers,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lynchburg,Lynchburg Hillcats,0.0,0.0,1.0,Virginia,79812.0,"Lynchburg, VA",261593.0,45387.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Myrtle Beach,Myrtle Beach Pelicans,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Salem,Salem Red Sox,0.0,0.0,1.0,Oregon,164543.0,"Salem, OR",433353.0,60722.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bradenton,Bradenton Marauders,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Clearwater,Clearwater Threshers,0.0,0.0,1.0,Florida,112979.0,"Tampa-St. Petersburg-Clearwater, FL",3194831.0,47070.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Daytona Beach,Daytona Tortugas,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Dunedin,Dunedin Blue Jays,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fort Myers,Fort Myers Mighty Mussels,0.0,0.0,1.0,Florida,74015.0,"Cape Coral-Fort Myers, FL",787976.0,46409.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Jupiter,Jupiter Hammerheads,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Jupiter,Palm Beach Cardinals,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Port St. Lucie,St. Lucie Mets,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tampa,Tampa Tarpons,0.0,0.0,1.0,Florida,369028.0,"Tampa-St. Petersburg-Clearwater, FL",3175275.0,57709.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fresno,Fresno Grizzlies,0.0,0.0,1.0,California,520072.0,"Fresno, CA",1008654.0,53368.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
San Bernardino,Inland Empire 66ers,0.0,0.0,1.0,California,216137.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,45000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lake Elsinore,Lake Elsinore Storm,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Modesto,Modesto Nuts,0.0,0.0,1.0,California,211257.0,"Modesto, CA",550660.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Rancho Cucamonga,Rancho Cucamonga Quakes,0.0,0.0,1.0,California,175232.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,95120.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
San Jose,San Jose Giants,0.0,0.0,1.0,California,1026919.0,"San Jose-Sunnyvale-Santa Clara, CA",1990660.0,109593.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,San Jose Earthquakes,1.0
Stockton,Stockton Ports,0.0,0.0,1.0,California,305650.0,"Stockton-Lodi, CA",767089.0,58393.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
